name,No,Company.Name,Month,Description,Founded,Lead.Investor,Deal.Size,Prior.Raise,Reason,Interesting,uuid,,,,
roostify,482,Roostify,43159,"Provider of an enterprise-class digital lending platform used by lenders across the US to accelerate, simplify, and reduce costs around the origination process. Its cloud-based, API-enabled solution allows lenders to offer their clients a branded experience from searching to closing their home loan.",2014,"Cota Capital, Point72 Ventures, and Santander Innoventures",25,0,NA,1,2c762470-8539-9ac4-60f1-8b3c7a230cc6,,,,27/02/2018
rvshare,484,RVshare,43159,"Provider of online recreational vehicle rental services designed to find the perfect RV. The company's platform offers the largest selection of vehicles by comparing rental prices, features, and reviews and facilitates online payment facility, enabling vehicle owners to earn profits and renters to choose the most economical ways to travel.",2013,Tritium Partners (Philip Siegel),50,0,NA,1,4630b907-508e-265b-c7df-fe097410cb38,,,,27/02/2018
safetyculture,49,SafetyCulture,42674,"Provider of a safety audit application. The company provides mobile workforce safety software with a digital health and safety checklist and accompanying data analytics, enabling businesses to detect and prevent serious problems before they occur.",2004,Index Ventures (Jan Hammer),22.73,9.4,Early / Small,0,951b6fb7-7e78-c7d6-c865-c0db72c6e7db,,,,30/10/2016
salaryfinance,411,Salary Finance,43039,"Provider of employee benefit services intended to help people become debt-free and save towards their financial goals. The company's benefit services provides employers with a cost- and risk-free employee benefit to enable their staff to pay-off their debt faster, at no expense and help employees understand their money better through financial education, budgeting tools and monitoring credit score, enabling staff to take control of their money and improve their financial health.",2015,Legal & General Group (Bernard Hickman),51.87,6.1,NA,1,48252e51-9cb2-d0ed-03a7-501e54b03550,,,,30/10/2017
salesloft,499,SalesLoft,43220,"Provider of a cloud-based sales intelligence software designed to gather relevant news and data. The company's intelligence engine gathers news about users account prospects from the web and presents it to users through email and social alerts, personalize sales communication that empowers team to connect, qualify and convert target accounts into customer accounts, enabling them to optimize performance, improve effectiveness and scale success.",2011,Insight Venture Partners (Jeffrey Horing),50,26.807967,NA,1,c5b225da-564e-a663-0261-c9f174bc63f1,,,,29/04/2018
salsify,255,Salsify,42766,"Provider of a cloud-based product-content management software. The company develops an e-commerce product management platform that allows businesses to more easily manage their online products and deliver product content to digital shoppers, wherever and whenever they shop.",2012,Underscore.VC (Michael Skok),30,24.6,NA,1,b942fe51-2010-054a-c5d1-0dcc1f48794c,,,,30/01/2017
sambatv,352,Samba TV,42916,"Provider of a data and analytics TV audience platform designed to offer insights by leveraging a source of real-time viewership data across broadcast, cable TV, OTT and digital media. The company's data and analytics TV audience platform is a software embedded in smart TVs, amplified by set-top boxes and mapped to connected devices, making TV audiences more addressable and measurable to help marketers activate cross-screen campaigns and analyze the impact of their media investment.",2008,Union Grove Venture Partners (Greg Bohlen),30,8,NA,1,154d73e9-9fda-075f-f302-a5b427b9995a,,,,29/06/2017
saviynt,225,Saviynt,43220,"Provider of a cloud security and identity governance software intended to help enterprises increase operational efficiency and reduce risk. The company's cloud security and identity governance software combines granular application access, risk and usage analytics, real-time prevention with out-of-box risk signatures and SOD rules to integrate risk analytics and intelligence with privilege management, enabling enterprises to secure applications, data and infrastructure in a single platform.",2009,Carrick Capital Partners (Paul Zolfaghari),40,0,Business Model,0,077b301e-49b9-b1af-a452-a8d46c996e39,,,,29/04/2018
scalearc,241,ScaleArc,42400,"Provider of database load balancing software. The company develops software that acts as a layer and shields applications from database failures, simplifies scale out and increases application performance. It also simplifies the process of moving enterprise workloads into the cloud, enables enterprises running SQL Server, MySQL and Oracle to maintain application uptime.",2009,Bain Capital Ventures (Salil Deshpande),20,17.63,Previous Investors,0,f6d8e65a-0244-2d2e-b6b0-58e902b3d361,,,,30/01/2016
science37,50,Science 37,42674,Developer of clinical research technology. The company is focused on the development of networked patient centric models for clinical research to rapidly accelerate biomedical discovery.,2014,"dRx Capital (Aaron Nelson), Lux Capital (Adam Goulburn), Redmile Group (Robert Faulkner)",31,6.5,Early / Small,0,fcb708e7-9079-bc5d-c0ae-0498944a493b,,,,30/10/2016
scienceexchange,12,Science Exchange,42460,Provider of an online marketplace for science experiments. The company makes outsourcing science experiments possible by matching research scientists looking to outsource experiments with other scientists interested in performing those experiments.,2011,Maverick Capital (David Singer),25,5.52,Early / Small,0,6abda9a9-d02c-57ab-fa9f-a7f36cae2554,,,,30/03/2016
scooptechnologies,90,Scoop Technologies,43069,"Provider of a mobile based car pooling services designed to share commute with nearby coworkers and neighbors. The company's car pooling application schedules AM and PM trips automatically in a custom carpool, identifies trips based on the fastest route, nearby carpoolers, carpool lanes and more, enabling daily commuters to save their daily commuting cost, share and enjoy a convenient way to carpool.",2015,G2VP (Brook Porter),20,17.6,Early / Small,0,5a6bdb05-a9cd-f808-5936-5129c735511b,,,,29/11/2017
scoutexchange,488,Scout Exchange,43190,"Provider of an online recruitment marketplace designed to connect employers and search firms to fill jobs with great talent. The company's online recruitment marketplace is a unique data-driven approach that significantly improves recruiting results and operational efficiency thus, delivering substantial time and cost savings to both employers and search firm recruiters.",2013,Aquent (John Chuang),100,0,NA,1,89a16357-3179-49a6-b0f5-efedc1bfbf11,,,,30/03/2018
semrush,517,SEMrush,43220,"Developer of Search Engine Optimization (SEO) software designed to make online competition fair and transparent. The company's platform for online marketing offers position tracking, back-links and advertising research, and an overview report service enabling clients to benefit from effective digital marketing.",2008,"Greycroft (Dylan Pearce), Siguler Guff & Company (Roman Simonov)",40,7,NA,1,801ddce3-8037-5b38-9214-826e6681a6a2,,,,29/04/2018
sendinblue,87,SendinBlue,43008,"Developer of a SaaS based digital marketing suite designed to meet the demand for an all-in-one solution for SMBs to engage with customers through multi-channel relationship-based marketing interactions. The company's tool encompasses the entire chain, from the creation of a newsletter to analysis and reporting tools, to targeting modules, empowering B2B and B2C businesses, e-commerce sellers and agencies to build customer relationships through digital marketing campaigns, transactional messaging, and marketing automation.",2010,Partech Ventures (Mark Menell),36,1.33,Early / Small,0,89a9b4a2-b82a-3644-8ba7-5adfb24840ea,,,,29/09/2017
sentientscience,374,Sentient Science,42947,"Developer of computational testing technology for industries. The company offers computational performance testing and life extension services of industrial assets in the energy, heavy machinery and defense markets.",2000,Georgian Partners,22.5,0,NA,1,ca700691-fb3b-2289-3515-6c2329524fa9,,,,30/07/2017
